Date,M,V,P,Mom
2010-08,-0.026,-0.025,-0.0086,-0.0269
2010-09,0.04700000000000001,0.0333,0.030600000000000002,0.057800000000000004
2010-10,0.0124,0.0143,0.0115,0.0143
2010-11,0.019799999999999998,0.0148,0.0139,0.0134
2010-12,0.0756,0.0861,0.0603,0.0791
2011-01,0.0041,-0.0009,-0.001,0.0108
2011-02,0.048400000000000006,0.0493,0.049400000000000006,0.0479
2011-03,-0.0866,-0.0922,-0.0839,-0.0696
2011-04,0.0078000000000000005,0.0060999999999999995,0.0067,0.0276
2011-05,-0.016200000000000003,-0.0239,-0.0209,-0.0128
2011-06,0.0252,0.0379,0.022000000000000002,0.0181
2011-07,0.0403,0.037200000000000004,0.0373,0.055
2011-08,-0.075,-0.0729,-0.055,-0.10339999999999999
2011-09,-0.0046,0.0263,0.006,-0.0336
2011-10,-0.011899999999999999,-0.025,-0.0051,-0.0008
2011-11,-0.0378,-0.042,-0.037599999999999995,-0.0421
2011-12,0.0125,0.0241,0.0127,0.018799999999999997
2012-01,0.042800000000000005,0.050300000000000004,0.0097,0.0138
2012-02,0.035,0.028300000000000002,0.017,-0.013300000000000001
2012-03,0.0141,-0.0018,0.0123,0.0308
2012-04,-0.0178,-0.0336,-0.0078000000000000005,-0.005699999999999999
2012-05,-0.084,-0.0942,-0.0713,-0.057800000000000004
2012-06,0.0471,0.0719,0.0414,0.0499
2012-07,-0.0183,-0.0518,-0.013999999999999999,0.0218
2012-08,-0.0064,-0.028999999999999998,-0.003,0.011899999999999999
2012-09,0.0228,0.0429,0.0134,0.0279
2012-10,-0.0189,-0.0209,-0.0278,-0.028999999999999998
2012-11,0.0172,0.0169,0.012199999999999999,0.0169
2012-12,0.038400000000000004,0.0895,0.0132,0.037200000000000004
2013-01,0.0378,0.0478,0.0377,0.0418
2013-02,0.0286,0.032,0.031400000000000004,0.0392
2013-03,0.055,0.041100000000000005,0.0493,0.0707
2013-04,0.0895,0.1199,0.0935,0.11779999999999999
2013-05,-0.053,-0.06559999999999999,-0.0294,-0.075
2013-06,0.0083,0.0286,0.0139,0.0231
2013-07,0.014199999999999999,0.015700000000000002,0.0213,0.0148
2013-08,-0.0255,-0.023,-0.0321,-0.034300000000000004
2013-09,0.08789999999999999,0.0925,0.0827,0.1112
2013-10,-0.0023,-0.0137,-0.009300000000000001,-0.0109
2013-11,0.0108,0.009899999999999999,0.0128,0.02
2013-12,0.008,0.0144,0.0091,0.0128
2014-01,-0.026600000000000002,-0.041299999999999996,-0.024399999999999998,-0.043899999999999995
2014-02,-0.005600000000000001,-0.006,0.0049,-0.0077
2014-03,-0.0116,-0.0116,-0.0202,-0.0268
2014-04,-0.0233,-0.023,-0.0131,-0.0395
2014-05,0.0379,0.0424,0.040999999999999995,0.024
2014-06,0.0576,0.066,0.0466,0.0602
2014-07,0.0077,0.001,0.012199999999999999,0.032
2014-08,-0.0199,-0.020099999999999996,-0.0239,-0.0084
2014-09,-0.0105,-0.020499999999999997,-0.0175,-0.0121
2014-10,-0.0213,-0.030299999999999997,-0.0069,-0.0151
2014-11,-0.0005,-0.0,-0.0138,-0.0106
2014-12,-0.0085,-0.0076,-0.014199999999999999,-0.0034999999999999996
2015-01,0.027999999999999997,0.026099999999999998,0.0493,0.0548
2015-02,0.0542,0.08929999999999999,0.046799999999999994,0.0318
2015-03,0.019,-0.006500000000000001,0.0125,0.0206
2015-04,0.0349,0.0718,0.033,0.0052
2015-05,0.0089,0.026600000000000002,-0.0009,-0.0016
2015-06,-0.0068000000000000005,-0.0152,0.0029,-0.0053
2015-07,0.0092,0.0077,0.0245,-0.0029
2015-08,-0.053,-0.0588,-0.0557,-0.056299999999999996
2015-09,-0.0621,-0.0682,-0.0747,-0.0702
2015-10,0.0926,0.09570000000000001,0.1023,0.0851
2015-11,-0.0016,-0.0207,-0.0012,-0.0
2015-12,0.0043,0.0046,0.0084,0.0163
2016-01,-0.0757,-0.1,-0.048600000000000004,-0.049699999999999994
2016-02,-0.019200000000000002,-0.052300000000000006,-0.008,-0.0073
2016-03,0.0508,0.049100000000000005,0.0446,0.049
2016-04,0.0515,0.0617,0.0483,0.053
2016-05,-0.0103,-0.0151,-0.0128,0.0002
2016-06,-0.024500000000000004,-0.058600000000000006,-0.0103,0.0297
2016-07,0.0674,0.09519999999999999,0.0548,0.0197
2016-08,-0.011499999999999998,0.0344,-0.0141,-0.0764
2016-09,0.026899999999999997,0.0004,0.0227,0.0509
2016-10,0.0162,0.0393,0.0097,-0.0013
2016-11,-0.0387,0.009000000000000001,-0.0509,-0.0755
2016-12,0.013800000000000002,0.0206,0.016,0.0011
2017-01,0.0387,0.042800000000000005,0.028999999999999998,0.060700000000000004
2017-02,0.011699999999999999,0.016200000000000003,0.0022,0.0072
2017-03,0.0087,-0.0115,0.013600000000000001,0.018600000000000002
2017-04,0.013000000000000001,0.0055000000000000005,0.0147,0.011200000000000002
2017-05,0.030100000000000002,-0.0092,0.039900000000000005,0.026600000000000002
2017-06,0.012299999999999998,0.031200000000000002,-0.0028000000000000004,0.02
2017-07,0.024,0.0123,0.0253,0.0217
2017-08,0.0039,-0.009399999999999999,0.0069,0.0034999999999999996
2017-09,0.018000000000000002,0.0287,0.0124,0.0263
2017-10,0.0421,0.0348,0.0388,0.050499999999999996
2017-11,0.0268,0.0189,0.0232,0.0231
2017-12,0.0138,0.0368,-0.0042,0.0075
2018-01,0.0452,0.0311,0.0348,0.0528
2018-02,-0.0133,-0.0175,-0.0151,-0.005699999999999999
2018-03,-0.0137,-0.0285,-0.0046,-0.0116
2018-04,0.004200000000000001,0.0256,0.0055000000000000005,-0.0158
2018-05,-0.0118,-0.0365,-0.0034999999999999996,0.022400000000000003
2018-06,-0.0242,-0.0359,-0.006500000000000001,-0.028999999999999998
2018-07,0.00030000000000000014,0.0148,0.0003,-0.0242
2018-08,-0.0027,-0.0021,-0.0036,0.0084
2018-09,0.0293,0.0405,0.0277,0.0425
2018-10,-0.0863,-0.059699999999999996,-0.0974,-0.1131
2018-11,0.0101,-0.0128,-0.0,0.015300000000000001
2018-12,-0.0711,-0.0636,-0.059000000000000004,-0.0604
2019-01,0.0542,0.0636,0.0508,0.025
2019-02,0.004699999999999999,-0.0172,0.0175,0.0159
2019-03,0.0036,-0.008199999999999999,0.0034999999999999996,-0.0008
2019-04,0.014199999999999999,-0.0025,0.0116,0.0019
2019-05,-0.0359,-0.044500000000000005,-0.018500000000000003,-0.0218
2019-06,0.026899999999999997,0.0241,0.022000000000000002,0.024399999999999998
2019-07,0.0053,-0.020499999999999997,0.0147,0.0042
2019-08,-0.0112,-0.0384,-0.0048,-0.0040999999999999995
2019-09,0.040100000000000004,0.0663,0.024300000000000002,0.0236
2019-10,0.049800000000000004,0.0509,0.049100000000000005,0.0332
2019-11,0.0079,0.0031,-0.0017000000000000001,0.0075
2019-12,0.022199999999999998,0.0207,0.018600000000000002,0.028300000000000002
2020-01,-0.0192,-0.0387,-0.014499999999999999,-0.0087
2020-02,-0.0997,-0.0965,-0.0958,-0.09789999999999999
2020-03,-0.0509,-0.1158,-0.0416,-0.0245
2020-04,0.0496,0.033,0.0467,0.0461
2020-05,0.0644,0.042300000000000004,0.0501,0.0676
2020-06,-0.0021000000000000003,-0.0311,0.0085,0.0231
2020-07,-0.0197,-0.0521,-0.0048,0.0163
2020-08,0.0786,0.1243,0.053399999999999996,0.0332
2020-09,0.022199999999999998,-0.0215,0.0206,0.0371
2020-10,-0.0198,-0.027999999999999997,0.0005,-0.0222
2020-11,0.10930000000000001,0.0812,0.1242,0.1334
2020-12,0.04000000000000001,0.0516,0.045599999999999995,0.0351
2021-01,-0.0123,0.0072,-0.0097,-0.026600000000000002
2021-02,0.011399999999999999,0.0756,0.013500000000000002,-0.018500000000000003
2021-03,0.0144,0.055099999999999996,-0.013600000000000001,-0.018000000000000002
2021-04,-0.0158,-0.0281,-0.010700000000000001,-0.0001
2021-05,0.0086,0.0235,-0.0025,-0.0129
2021-06,0.0006,-0.022000000000000002,-0.0060999999999999995,-0.0103
2021-07,-0.0109,-0.0036,-0.009000000000000001,-0.0191
2021-08,0.0286,0.0169,0.0407,0.024300000000000002
2021-09,0.0298,0.041299999999999996,0.0332,0.0364
2021-10,-0.0382,-0.0493,-0.0305,-0.0225
2021-11,-0.0292,-0.0507,-0.018000000000000002,-0.0128
2021-12,0.0131,0.0317,0.0079,0.0236
2022-01,-0.051399999999999994,0.0352,-0.0775,-0.0662
