Date,M,V,P,Mom
2011-03,-0.0866,-0.06775,-0.07855000000000001,-0.07335
2011-04,0.0078000000000000005,-0.004850000000000001,0.009,0.016399999999999998
2011-05,-0.016200000000000003,-0.02335,-0.016399999999999998,-0.014849999999999999
2011-06,0.0252,0.04515,0.0341,0.030399999999999996
2011-07,0.0403,0.0405,0.05065,0.048350000000000004
2011-08,-0.075,-0.05025,-0.0436,-0.07225
2011-09,-0.0046,0.0151,-0.0048000000000000004,-0.0344
2011-10,-0.011899999999999999,-0.0324,-0.01485,-0.01155
2011-11,-0.0378,-0.027000000000000003,-0.03319999999999999,-0.0295
2011-12,0.0125,0.02625,0.0211,0.02515
2012-01,0.042800000000000005,0.06515,0.02905,0.0445
2012-02,0.035,0.019700000000000002,0.013850000000000001,-0.0142
2012-03,0.0141,0.012400000000000001,0.02815,0.0295
2012-04,-0.0178,-0.015199999999999998,0.011349999999999999,0.0119
2012-05,-0.084,-0.0868,-0.07395,-0.07300000000000001
2012-06,0.0471,0.0576,0.040499999999999994,0.0474
2012-07,-0.0183,-0.03905,-0.0125,0.00945
2012-08,-0.0064,-0.021599999999999998,-0.006199999999999999,0.007299999999999999
2012-09,0.0228,0.0314,0.019200000000000002,0.025750000000000002
2012-10,-0.0189,-0.02505,-0.012049999999999998,-0.0163
2012-11,0.0172,0.0173,0.007899999999999999,0.014199999999999999
2012-12,0.038400000000000004,0.0715,0.01115,0.026550000000000004
2013-01,0.0378,0.04525,0.047,0.065
2013-02,0.0286,0.0279,0.027250000000000003,0.0377
2013-03,0.055,0.05700000000000001,0.0861,0.10615
2013-04,0.0895,0.09340000000000001,0.09509999999999999,0.12419999999999999
2013-05,-0.053,-0.0698,-0.05395,-0.08275
2013-06,0.0083,-0.0017000000000000001,-0.010300000000000002,-0.025350000000000004
2013-07,0.014199999999999999,0.025750000000000002,0.0337,0.0416
2013-08,-0.0255,-0.0218,-0.0274,-0.042550000000000004
2013-09,0.08789999999999999,0.10275000000000001,0.08875,0.13574999999999998
2013-10,-0.0023,-0.00645,-0.0020500000000000006,-0.01105
2013-11,0.0108,0.0012499999999999994,0.0032,0.00775
2013-12,0.008,0.0131,0.015,0.01735
2014-01,-0.026600000000000002,-0.010849999999999999,0.00605,-0.017449999999999997
2014-02,-0.005600000000000001,-0.0138,-0.0133,-0.02785
2014-03,-0.0116,-0.0020999999999999994,-0.01145,-0.02055
2014-04,-0.0233,-0.0221,-0.010700000000000001,-0.03505
2014-05,0.0379,0.03,0.0341,0.02785
2014-06,0.0576,0.0722,0.0659,0.07415000000000001
2014-07,0.0077,0.006,0.0151,0.03185
2014-08,-0.0199,-0.005749999999999998,-0.01165,0.005199999999999999
2014-09,-0.0105,-0.0201,-0.022350000000000002,-0.01855
2014-10,-0.0213,-0.0346,-0.029949999999999997,-0.03165
2014-11,-0.0005,-0.00905,-0.00975,-0.0125
2014-12,-0.0085,0.00455,-0.0027999999999999995,0.0026500000000000004
2015-01,0.027999999999999997,0.025849999999999998,0.04235,0.040400000000000005
2015-02,0.0542,0.054799999999999995,0.033299999999999996,0.020050000000000002
2015-03,0.019,0.0014000000000000002,0.026500000000000003,0.01925
2015-04,0.0349,0.052199999999999996,0.0285,0.0165
2015-05,0.0089,0.010250000000000002,0.00035000000000000005,-0.0008
2015-06,-0.0068000000000000005,0.0015000000000000005,0.022400000000000003,0.0086
2015-07,0.0092,-0.0004999999999999996,0.022850000000000002,0.005200000000000001
2015-08,-0.053,-0.04265,-0.05165,-0.0484
2015-09,-0.0621,-0.0486,-0.05305,-0.05295
2015-10,0.0926,0.07375000000000001,0.07345,0.06035
2015-11,-0.0016,-0.0037999999999999996,0.0141,0.015
2015-12,0.0043,0.004399999999999999,0.0097,0.01705
2016-01,-0.0757,-0.08565,-0.05915,-0.05885
2016-02,-0.019200000000000002,-0.035250000000000004,-0.0060999999999999995,-0.01135
2016-03,0.0508,0.05550000000000001,0.06770000000000001,0.07594999999999999
2016-04,0.0515,0.052199999999999996,0.0416,0.04305
2016-05,-0.0103,-0.01105,-0.008,0.0048
2016-06,-0.024500000000000004,-0.033850000000000005,-0.0072499999999999995,0.022850000000000002
2016-07,0.0674,0.0897,0.04655,0.0242
2016-08,-0.011499999999999998,0.006199999999999999,-0.02185,-0.0617
2016-09,0.026899999999999997,0.02555,0.04735,0.0653
2016-10,0.0162,0.037250000000000005,0.015,-0.0005
2016-11,-0.0387,-0.010150000000000001,-0.054,-0.07565
2016-12,0.013800000000000002,0.022650000000000003,0.0203,0.0056
2017-01,0.0387,0.04725,0.04205,0.062400000000000004
2017-02,0.011699999999999999,0.028650000000000002,0.0201,0.0216
2017-03,0.0087,-0.0002999999999999999,0.02035,0.025
2017-04,0.013000000000000001,0.0047,0.0075,0.003200000000000001
2017-05,0.030100000000000002,0.0093,0.050350000000000006,0.0477
2017-06,0.012299999999999998,0.02735,0.008649999999999998,0.0208
2017-07,0.024,0.029,0.03245,0.033100000000000004
2017-08,0.0039,0.012750000000000001,0.014199999999999999,0.019750000000000004
2017-09,0.018000000000000002,0.029699999999999997,0.015099999999999999,0.0275
2017-10,0.0421,0.03275,0.0374,0.0422
2017-11,0.0268,0.01795,0.0302,0.027200000000000002
2017-12,0.0138,0.034600000000000006,0.0165,0.0239
2018-01,0.0452,0.0388,0.0556,0.06305
2018-02,-0.0133,-0.01725,-0.0034999999999999996,-0.010700000000000001
2018-03,-0.0137,-0.029,-0.00545,-0.017750000000000002
2018-04,0.004200000000000001,0.014450000000000001,-0.011149999999999998,-0.02275
2018-05,-0.0118,-0.0282,0.00935,0.013450000000000002
2018-06,-0.0242,-0.03465,-0.0185,-0.03455
2018-07,0.00030000000000000014,0.00685,-0.0045000000000000005,-0.0176
2018-08,-0.0027,-0.01115,0.0054,0.0062499999999999995
2018-09,0.0293,0.0269,0.018549999999999997,0.026850000000000002
2018-10,-0.0863,-0.07164999999999999,-0.0978,-0.11695
2018-11,0.0101,-0.0029000000000000007,0.0106,0.01235
2018-12,-0.0711,-0.07355,-0.09155,-0.0853
2019-01,0.0542,0.046150000000000004,0.05915,0.03615
2019-02,0.004699999999999999,0.0005999999999999998,0.017300000000000003,0.01845
2019-03,0.0036,-0.0062499999999999995,0.004149999999999999,0.0073
2019-04,0.014199999999999999,0.0024999999999999996,0.01445,-0.0016000000000000003
2019-05,-0.0359,-0.040350000000000004,-0.0182,-0.01725
2019-06,0.026899999999999997,0.0234,0.01745,0.0196
2019-07,0.0053,-0.003499999999999998,0.022799999999999997,0.0078
