period,strategy,construction,start,end,months,cagr,market_cagr,excess_cagr,ann_mean,ann_vol,sharpe_rf,max_dd,market_max_dd,information_ratio,monthly_win_rate,hac_t_excess,bootstrap_lo,bootstrap_hi,bootstrap_prob_positive,cumulative,scenario,haircut_bps,break_even_monthly_bps
pre_2015,Profitability,big_only:base,1990-12,2015-06,295,0.018180411655824402,0.019061595111627305,-0.000881183455802903,0.0355850847457627,0.18877721102108522,0.040514940159516497,-0.6543198610209522,-0.5809621481292239,-0.040073620408269034,0.49491525423728816,-0.1884327288399011,-0.023272983050847455,0.01975403389830507,0.4168,0.5572492558154529,base,20,0.916098469967222
pre_2015,Profitability,big_only:double,1990-12,2015-06,295,0.016178423147815923,0.019061595111627305,-0.0028831719638113817,0.033632542372881345,0.18886316586791985,0.03018435690748653,-0.656588065238964,-0.5809621481292239,-0.07983817134467219,0.4847457627118644,-0.37507679434740493,-0.02520569491525423,0.017720135593220325,0.3444,0.48369650968682376,double,40,0.916098469967222
pre_2015,Momentum,big_only:gross,1990-12,2015-06,295,0.02854978754809645,0.019061595111627305,0.009488192436469145,0.04940745762711864,0.20766565178636906,0.10325788025978823,-0.6653763016940997,-0.5809621481292239,0.1285442098099449,0.535593220338983,0.5325162102129273,-0.026031661016949162,0.053355152542372726,0.6998,0.997740561800736,gross,0,7.724599952355741
pre_2015,Momentum,big_only:base,1990-12,2015-06,295,0.0041484990350195705,0.019061595111627305,-0.014913096076607735,0.02540745762711863,0.20766565178636906,-0.012059457149401771,-0.690004226349059,-0.5809621481292239,-0.13172031931794656,0.48135593220338985,-0.5456737830116007,-0.05003166101694917,0.02935515254237272,0.264,0.10713209954063152,base,20,7.724599952355741
pre_2015,Momentum,big_only:double,1990-12,2015-06,295,-0.0197212482119683,0.019061595111627305,-0.038782843323595606,0.0014074576271186335,0.20766565178636906,-0.12737679455859177,-0.7367637378020131,-0.5809621481292239,-0.39198484844583786,0.43389830508474575,-1.6238637762361283,-0.07403166101694918,0.005355152542372719,0.042,-0.38716428734640096,double,40,7.724599952355741
pre_2015,Value+Momentum,big_only:gross,1990-12,2015-06,295,0.04204414916562116,0.019061595111627305,0.022982554053993853,0.060427118644067794,0.19771679150674554,0.16396788237911306,-0.5064679257211243,-0.5809621481292239,0.4138174766953066,0.535593220338983,1.8241570186283749,0.0009047288135593225,0.04645118644067796,0.9796,1.752329576565526,gross,0,18.602222011017343
pre_2015,Value+Momentum,big_only:base,1990-12,2015-06,295,0.028620078234843582,0.019061595111627305,0.009558483123216277,0.047450847457627114,0.19775364308967963,0.09850182444288658,-0.5263111822018965,-0.5809621481292239,0.1791216816410324,0.4915254237288136,0.7901425240306351,-0.012065644067796623,0.033434237288135576,0.792,1.001099502487953,base,20,18.602222011017343
pre_2015,Value+Momentum,big_only:double,1990-12,2015-06,295,0.015353715694710335,0.019061595111627305,-0.0037078794169169704,0.03447457627118643,0.19779503749896826,0.0330594830832291,-0.5453790418193109,-0.5809621481292239,-0.05573644705915846,0.45084745762711864,-0.24608348891368131,-0.025042169491525438,0.020443067796610162,0.3876,0.4543764282961875,double,40,18.602222011017343
pre_2015,Value+Profitability,big_only:gross,1990-12,2015-06,295,0.03699594204580903,0.019061595111627305,0.017934346934181722,0.05449220338983052,0.19231158854730615,0.1377868878009209,-0.5035736705087219,-0.5809621481292239,0.4153384439541011,0.5491525423728814,2.118746642013886,0.0029608474576271232,0.031733440677966095,0.9928,1.4426016675625384,gross,0,14.549962117100558
pre_2015,Value+Profitability,big_only:base,1990-12,2015-06,295,0.034958877091743945,0.019061595111627305,0.01589728198011664,0.05253966101694916,0.19240456220486724,0.12760148193186896,-0.5067887691298376,-0.5809621481292239,0.3672432394941038,0.5457627118644067,1.873975241082912,0.001015474576271191,0.029786593220338973,0.983,1.32733763626995,base,20,14.549962117100558
pre_2015,Value+Profitability,big_only:double,1990-12,2015-06,295,0.0329217049798769,0.019061595111627305,0.013860109868249593,0.0505871186440678,0.19251618943544022,0.11741461609594255,-0.5099899618940675,-0.5809621481292239,0.3185180711481215,0.5389830508474577,1.6276229256284938,-0.0010010847457627104,0.027815796610169485,0.9642,1.2172959703185269,double,40,14.549962117100558
pre_2015,Profitability+Momentum,big_only:gross,1990-12,2015-06,295,0.025404882920595284,0.019061595111627305,0.006343287808967979,0.043472542372881354,0.1930551811598793,0.08037427936004769,-0.6557290385208288,-0.5809621481292239,0.10203276170092723,0.49830508474576274,0.40618467791846913,-0.01945906779661017,0.0352723220338983,0.6396,0.8528693090566279,gross,0,5.172739632813371
pre_2015,Profitability+Momentum,big_only:base,1990-12,2015-06,295,0.012180661303629492,0.019061595111627305,-0.006880933807997813,0.030496271186440663,0.1930793175765377,0.013323971683536447,-0.669708112581261,-0.5809621481292239,-0.12180518147977992,0.46440677966101696,-0.4847595909701197,-0.03242466101694918,0.02229605084745761,0.2864,0.34666644138231684,base,20,5.172739632813371
pre_2015,Profitability+Momentum,big_only:double,1990-12,2015-06,295,-0.0008880197334136808,0.019061595111627305,-0.019949614845040986,0.017519999999999984,0.19310811109694115,-0.05370814002980688,-0.683585429936409,-0.5809621481292239,-0.34605618748628364,0.43728813559322033,-1.3770999001624,-0.045360101694915264,0.00931977966101692,0.0746,-0.02160341382426656,double,40,5.172739632813371
pre_2015,Value+Profitability+Momentum,big_only:gross,1990-12,2015-06,295,0.03529480675868468,0.019061595111627305,0.016233211647057377,0.05279728813559321,0.19177495716176393,0.12937274887431133,-0.5582871576371109,-0.5809621481292239,0.37079445951950507,0.5389830508474577,1.5773369792384218,-0.0015689152542372909,0.033888033898305074,0.9594,1.3459794650134818,gross,0,13.179789885320453
pre_2015,Value+Profitability+Momentum,big_only:base,1990-12,2015-06,295,0.02571008579515488,0.019061595111627305,0.006648490683527575,0.04349559322033898,0.19182336178646484,0.08098463760165825,-0.5711753167233937,-0.5809621481292239,0.14470111801438423,0.5084745762711864,0.6158232961441864,-0.010856067796610178,0.024586338983050838,0.7302,0.8664744728346323,base,20,13.179789885320453
pre_2015,Value+Profitability+Momentum,big_only:double,1990-12,2015-06,295,0.01620508583631075,0.019061595111627305,-0.0028565092753165544,0.034193898305084736,0.19188009196048567,0.032619619597095736,-0.5836999004685821,-0.5809621481292239,-0.0818463316272084,0.4576271186440678,-0.3486979609758943,-0.0201913220338983,0.01528464406779659,0.3368,0.4846538231961437,double,40,13.179789885320453
primary,Value,size_balanced:gross,2015-07,2026-06,132,0.10139914335721456,0.08227459494587364,0.019124548411340925,0.10772272727272729,0.14701466417791423,0.5950860672288476,-0.2818615573147699,-0.289266420163236,0.27935806333559143,0.5,0.9294758855054192,-0.024609204545454535,0.05845045454545454,0.8056,1.8932907459854547,gross,0,14.690963350141063
primary,Value,size_balanced:base,2015-07,2026-06,132,0.0992447943684498,0.08227459494587364,0.01697019942257616,0.10572272727272727,0.14682384949678584,0.5821901159481438,-0.2847265211180723,-0.289266420163236,0.24891930926083455,0.5,0.8260391288314045,-0.02660920454545454,0.05645045454545454,0.7798,1.8316436211133316,base,20,14.690963350141063
primary,Value,size_balanced:double,2015-07,2026-06,132,0.09709043994300726,0.08227459494587364,0.01481584499713362,0.1037227272727273,0.14665798100254157,0.5691623955434738,-0.28758575885885984,-0.289266420163236,0.2182284027516742,0.5,0.7226266487028519,-0.028609204545454545,0.05445045454545455,0.755,1.7711927676672916,double,40,14.690963350141063
primary,Profitability,size_balanced:gross,2015-07,2026-06,132,0.07129714440345003,0.08227459494587364,-0.010977450542423606,0.08068181818181817,0.15223432035139833,0.3948106968953076,-0.3311367958338134,-0.289266420163236,-0.1923901791815256,0.5227272727272727,-0.5492493147319566,-0.04065090909090909,0.019611136363636338,0.2824,1.133091180543473,gross,0,-8.53977696589448
primary,Profitability,size_balanced:base,2015-07,2026-06,132,0.06919428514777404,0.08227459494587364,-0.013080309798099599,0.07868181818181816,0.15207199897747398,0.38207555030446355,-0.33238072963363885,-0.289266420163236,-0.23604327192757757,0.5227272727272727,-0.6772467810248142,-0.042650909090909093,0.017611136363636343,0.2384,1.0874828521616227,base,20,-8.53977696589448
primary,Profitability,size_balanced:double,2015-07,2026-06,132,0.0670914218389731,0.08227459494587364,-0.015183173106900538,0.07668181818181817,0.15193382364086883,0.3692541620726487,-0.3336246634334643,-0.289266420163236,-0.27924685416654943,0.5151515151515151,-0.8061524648636398,-0.044650909090909095,0.015611136363636344,0.1962,1.0427626835634412,double,40,-8.53977696589448
primary,Momentum,size_balanced:gross,2015-07,2026-06,132,0.08614146768570818,0.08227459494587364,0.003866872739834548,0.09579999999999998,0.16053437338516613,0.46975742381697155,-0.3079617699364129,-0.289266420163236,0.10164042256788616,0.5378787878787878,0.353041550209117,-0.02714647727272727,0.03782738636363636,0.6402,1.4817060753098454,gross,0,2.988965419423624
primary,Momentum,size_balanced:base,2015-07,2026-06,132,0.06050634488744078,0.08227459494587364,-0.02176825005843286,0.07179999999999997,0.16053437338516613,0.3197985847750362,-0.3601750898807953,-0.289266420163236,-0.28668188651926235,0.4772727272727273,-0.9957713188966268,-0.051146477272727274,0.013827386363636354,0.132,0.908297068489146,base,20,2.988965419423624
primary,Momentum,size_balanced:double,2015-07,2026-06,132,0.035426827809972083,0.08227459494587364,-0.04684776713590155,0.04779999999999998,0.16053437338516613,0.1698397457331009,-0.42861081931969436,-0.289266420163236,-0.6750041956064108,0.4166666666666667,-2.3445841880023703,-0.07514647727272729,-0.010172613636363648,0.0038,0.4666063009728232,double,40,2.988965419423624
primary,Value+Momentum,size_balanced:gross,2015-07,2026-06,132,0.09498922849030755,0.08227459494587364,0.012714633544433918,0.10176136363636364,0.1461582770656718,0.5574316942786136,-0.26699940346836837,-0.289266420163236,0.29666942639962196,0.5151515151515151,1.0446444595974267,-0.01559039772727272,0.03757306818181816,0.8208,1.7133656143989673,gross,0,9.793298860419457
primary,Value+Momentum,size_balanced:base,2015-07,2026-06,132,0.08094340914473652,0.08227459494587364,-0.0013311858011371136,0.08876136363636362,0.146093252820557,0.46833749864858465,-0.29877554224405145,-0.289266420163236,-0.018313353848762707,0.5,-0.06442090965688405,-0.028590397727272735,0.024573068181818165,0.4994,1.354141352938787,base,20,9.793298860419457
primary,Value+Momentum,size_balanced:double,2015-07,2026-06,132,0.06706196927613561,0.08227459494587364,-0.015212625669738022,0.07576136363636361,0.14603452472898645,0.37914598267788335,-0.3405618855201601,-0.289266420163236,-0.33224596988257843,0.4696969696969697,-1.1678597099907366,-0.04159039772727273,0.011573068181818164,0.1548,1.0421425687158683,double,40,9.793298860419457
primary,Value+Profitability,size_balanced:gross,2015-07,2026-06,132,0.08731758082731056,0.08227459494587364,0.005042985881436923,0.09420227272727275,0.14279414258314246,0.5167062270156433,-0.2739801498930867,-0.289266420163236,0.13671288675713458,0.5833333333333334,0.48398984668420547,-0.015505227272727278,0.024666420454545448,0.6736,1.5114267289589804,gross,0,3.8970142613290597
primary,Value+Profitability,size_balanced:base,2015-07,2026-06,132,0.0851874316975687,0.08227459494587364,0.0029128367516950693,0.09220227272727274,0.1426093794074784,0.5033220453574128,-0.2753567518083444,-0.289266420163236,0.07851592063517188,0.553030303030303,0.27851246698504994,-0.017505227272727276,0.02266642045454545,0.6006,1.4578326425747177,base,20,3.8970142613290597
primary,Value+Profitability,size_balanced:double,2015-07,2026-06,132,0.0830572786002679,0.08227459494587364,0.0007826836543942672,0.09020227272727274,0.14245031536256603,0.4898138335210598,-0.27673335372360197,-0.289266420163236,0.019993103825906612,0.553030303030303,0.07116059577064907,-0.01950522727272728,0.020666420454545444,0.5276,1.4052802141400602,double,40,3.8970142613290597
primary,Profitability+Momentum,size_balanced:gross,2015-07,2026-06,132,0.0792075688781757,0.08227459494587364,-0.003067026067697931,0.08824090909090908,0.15316807553563302,0.4423814421517955,-0.3083926582130655,-0.289266420163236,-0.0289110818834889,0.5075757575757576,-0.09931674682441398,-0.02291494318181819,0.021148863636363622,0.4314,1.3128890921762184,gross,0,-2.3778976566692784
primary,Profitability+Momentum,size_balanced:base,2015-07,2026-06,132,0.0653455531279683,0.08227459494587364,-0.016929041817905333,0.07524090909090908,0.15311147654171964,0.3574708475303372,-0.3206151822446883,-0.289266420163236,-0.3226378784535197,0.49242424242424243,-1.1113330861081456,-0.035914943181818204,0.008148863636363609,0.1018,1.0062981452117548,base,20,-2.3778976566692784
primary,Profitability+Momentum,size_balanced:double,2015-07,2026-06,132,0.05164597955404959,0.08227459494587364,-0.030628615391824043,0.0622409090909091,0.15306089135545378,0.27248571826733126,-0.3363143144082693,-0.289266420163236,-0.6151183264160489,0.4621212121212121,-2.124969596299582,-0.0489149431818182,-0.004851136363636387,0.0104,0.7400640097693538,double,40,-2.3778976566692784
primary,Value+Profitability+Momentum,size_balanced:gross,2015-07,2026-06,132,0.08746874075388833,0.08227459494587364,0.005194145808014694,0.09473484848484848,0.14540808058022794,0.5112339908989353,-0.277516934479497,-0.289266420163236,0.16370197432011843,0.5378787878787878,0.6251836774943966,-0.012168901515151511,0.022397348484848475,0.7164,1.5152699499743028,gross,0,4.013429590281954
primary,Value+Profitability+Momentum,size_balanced:base,2015-07,2026-06,132,0.07743950962286195,0.08227459494587364,-0.00483508532301169,0.08540151515151514,0.14531221970548788,0.44715493488725844,-0.2843466684405418,-0.289266420163236,-0.1289438977893442,0.5227272727272727,-0.4934909255929836,-0.021502234848484843,0.013064015151515142,0.3222,1.2715477343221253,base,20,4.013429590281954
primary,Value+Profitability+Momentum,size_balanced:double,2015-07,2026-06,132,0.06749345151500319,0.08227459494587364,-0.014781143430870447,0.07606818181818181,0.14522760286029252,0.3829601244023541,-0.29371968046263075,-0.289266420163236,-0.41983501374703136,0.49242424242424243,-1.6110871939671274,-0.03083556818181819,0.0037306818181818114,0.0634,1.0512444312002303,double,40,4.013429590281954
primary,Value,big_only:gross,2015-07,2026-06,132,0.09707879139188069,0.08227459494587364,0.014804196446007056,0.10608181818181822,0.1624248703920056,0.5284382903488247,-0.30836420211428905,-0.289266420163236,0.18957573492772606,0.5151515151515151,0.6105929652801124,-0.040809318181818176,0.06917499999999997,0.7366,1.7708691249448498,gross,0,11.39058077180833
primary,Value,big_only:base,2015-07,2026-06,132,0.09492527089076463,0.08227459494587364,0.012650675944890999,0.10408181818181819,0.16229163379460573,0.5165032269619444,-0.3125901900981929,-0.289266420163236,0.16663929023695542,0.5151515151515151,0.5357235972431644,-0.04280931818181818,0.06717499999999996,0.7164,1.7116227785678686,base,20,11.39058077180833
primary,Value,big_only:double,2015-07,2026-06,132,0.09277174367967245,0.08227459494587364,0.010497148733798811,0.10208181818181819,0.1621810703829584,0.504477056681026,-0.3167989353665892,-0.289266420163236,0.14364604274176374,0.5151515151515151,0.46107217004468987,-0.04480931818181818,0.06517499999999994,0.6922,1.6535301341708735,double,40,11.39058077180833
primary,Profitability,big_only:gross,2015-07,2026-06,132,0.07789300940157551,0.08227459494587364,-0.004381585544298128,0.08598181818181819,0.1468132946421811,0.4465613123813648,-0.31328053183044413,-0.289266420163236,-0.07685159161958684,0.48484848484848486,-0.3280489025255504,-0.023437499999999997,0.01615454545454545,0.35,1.282087062092037,gross,0,-3.399305652572616
primary,Profitability,big_only:base,2015-07,2026-06,132,0.07577827189008457,0.08227459494587364,-0.006496323055789066,0.0839818181818182,0.14664273447837411,0.43340804777241143,-0.31455459392352336,-0.289266420163236,-0.12038876161198647,0.4696969696969697,-0.5160423307510749,-0.025437499999999995,0.014154545454545451,0.2816,1.2333174111562983,base,20,-3.399305652572616
primary,Profitability,big_only:double,2015-07,2026-06,132,0.0736635299166648,0.08227459494587364,-0.008611065029208831,0.0819818181818182,0.14649719785673404,0.42015150984827004,-0.31582865601660215,-0.289266420163236,-0.1636931766317949,0.4696969696969697,-0.704849489848044,-0.027437499999999993,0.012154545454545449,0.2166,1.1854969977498784,double,40,-3.399305652572616
primary,Momentum,big_only:gross,2015-07,2026-06,132,0.09372557985670116,0.08227459494587364,0.011450984910827522,0.10300000000000001,0.16277838538359937,0.5079893211615601,-0.3024930496151713,-0.289266420163236,0.186031427997698,0.5075757575757576,0.6336065586103736,-0.021472727272727272,0.05213818181818179,0.7522,1.6791193666094917,gross,0,8.822989049066445
primary,Momentum,big_only:base,2015-07,2026-06,132,0.0679261994545517,0.08227459494587364,-0.014348395491321941,0.07899999999999999,0.16277838538359937,0.35999861184060233,-0.3317154147906376,-0.289266420163236,-0.14513712892335584,0.4621212121212121,-0.49432419980593556,-0.04547272727272727,0.02813818181818178,0.268,1.0604100196823332,base,20,8.822989049066445
primary,Momentum,big_only:double,2015-07,2026-06,132,0.04268566591570755,0.08227459494587364,-0.03958892903016609,0.055,0.16277838538359937,0.21200790251964471,-0.35976953060570727,-0.289266420163236,-0.47630568584440947,0.4166666666666667,-1.622254958222245,-0.06947272727272727,0.00413818181818178,0.0398,0.583752944721283,double,40,8.822989049066445
primary,Value+Momentum,big_only:gross,2015-07,2026-06,132,0.09778415589475453,0.08227459494587364,0.015509560948880896,0.10454090909090909,0.14820022075554298,0.5690231591612926,-0.23430280050768093,-0.289266420163236,0.33873077507641114,0.5227272727272727,1.062452197441335,-0.01389636363636364,0.04426840909090909,0.8416,1.7905290143984844,gross,0,11.93195256432942
primary,Value+Momentum,big_only:base,2015-07,2026-06,132,0.08370093899382769,0.08227459494587364,0.0014263440479540535,0.09154090909090909,0.1481641010901055,0.48099956402687055,-0.2556808120604803,-0.289266420163236,0.0454579280939975,0.4696969696969697,0.14235524961026,-0.02689636363636364,0.03126840909090909,0.5654,1.4210510464220918,base,20,11.93195256432942
primary,Value+Momentum,big_only:double,2015-07,2026-06,132,0.06978254136561346,0.08227459494587364,-0.012492053580260176,0.07854090909090909,0.1481342080679902,0.3929151314135561,-0.2773546399734138,-0.289266420163236,-0.2457770990265967,0.44696969696969696,-0.7686687260233657,-0.03989636363636366,0.018268409090909078,0.2328,1.1001512164243614,double,40,11.93195256432942
primary,Value+Profitability,big_only:gross,2015-07,2026-06,132,0.08938201265385048,0.08227459494587364,0.007107417707976849,0.09603181818181819,0.14258530482357154,0.5312281542224605,-0.25698862739432005,-0.289266420163236,0.1851065816091042,0.5303030303030303,0.5500214645461201,-0.01963022727272727,0.029323181818181814,0.7084,1.5643789395882313,gross,0,5.487605368260443
primary,Value+Profitability,big_only:base,2015-07,2026-06,132,0.08724480560634262,0.08227459494587364,0.004970210660468988,0.09403181818181819,0.1424215964535001,0.5177446418073727,-0.258403146213235,-0.289266420163236,0.12822813674333883,0.5151515151515151,0.3797635210202867,-0.021630227272727273,0.02732318181818181,0.6524,1.5095783331039772,base,20,5.487605368260443
primary,Value+Profitability,big_only:double,2015-07,2026-06,132,0.08510759425168835,0.08227459494587364,0.0028329993058147096,0.09203181818181819,0.14228366889447838,0.5041373926759611,-0.25981766503215054,-0.289266420163236,0.07117498725303124,0.5151515151515151,0.21048918772480507,-0.02363022727272727,0.025323181818181807,0.5994,1.4558443187210477,double,40,5.487605368260443
primary,Profitability+Momentum,big_only:gross,2015-07,2026-06,132,0.08653246457814401,0.08227459494587364,0.004257869632270372,0.09449090909090907,0.15012747481840374,0.49385905003090064,-0.29558855905353487,-0.289266420163236,0.10607929576470486,0.5454545454545454,0.40292781805362876,-0.016140909090909095,0.027429431818181797,0.6552,1.4915509860404348,gross,0,3.291131189836994
primary,Profitability+Momentum,big_only:base,2015-07,2026-06,132,0.07258218461610233,0.08227459494587364,-0.009692410329771306,0.08149090909090907,0.15008616581361817,0.40706521280321895,-0.3118406415764393,-0.289266420163236,-0.1707997265847174,0.5,-0.6485099001740305,-0.0291409090909091,0.01442943181818179,0.2206,1.1614060886260917,base,20,3.291131189836994
primary,Profitability+Momentum,big_only:double,2015-07,2026-06,132,0.058795304257333036,0.08227459494587364,-0.0234792906885406,0.0684909090909091,0.1500510012301138,0.3202092453035062,-0.32773632113642504,-0.289266420163236,-0.44607755777467617,0.4393939393939394,-1.6933210357375434,-0.042140909090909104,0.001429431818181779,0.0322,0.8747012630172941,double,40,3.291131189836994
primary,Value+Profitability+Momentum,big_only:gross,2015-07,2026-06,132,0.09178871878031791,0.08227459494587364,0.009514123834444277,0.09835454545454544,0.14333168540225089,0.5447993557775702,-0.26072414841644287,-0.289266420163236,0.32612346386270297,0.5227272727272727,1.0278916990815499,-0.009197803030303027,0.026479924242424218,0.8314,1.627390514850073,gross,0,7.338315431481036
primary,Value+Profitability+Momentum,big_only:base,2015-07,2026-06,132,0.08171940496045016,0.08227459494587364,-0.0005551899854234765,0.08902121212121211,0.143259674059316,0.4796349236208029,-0.26770559836849506,-0.289266420163236,-0.018205691554045996,0.4772727272727273,-0.05723174807622437,-0.01853113636363636,0.017146590909090882,0.481,1.372798321300082,base,20,7.338315431481036
primary,Value+Profitability+Momentum,big_only:double,2015-07,2026-06,132,0.07173358573812849,0.08227459494587364,-0.010541009207745144,0.07968787878787878,0.14319909399857955,0.4143701136421607,-0.2746275672875408,-0.289266420163236,-0.3567132912620929,0.4393939393939394,-1.1199051794348305,-0.02786446969696969,0.007813257575757555,0.137,1.1426697986985386,double,40,7.338315431481036
recent,Value,size_balanced:gross,2020-01,2026-06,78,0.12594804765850331,0.09277422286130355,0.03317382479719977,0.1317923076923077,0.1593874813647051,0.6596529306194638,-0.2152611904388989,-0.2892664201632361,0.3975112441228358,0.5512820512820513,1.0868353075991826,-0.040138653846153845,0.08384673076923074,0.829,1.1620677030603521,gross,0,25.111170664175063
recent,Value,size_balanced:base,2020-01,2026-06,78,0.12391379273884473,0.09277422286130355,0.031139569877541184,0.12994615384615385,0.15925275553300527,0.6485530942675864,-0.21677876694162768,-0.2892664201632361,0.3738110587805314,0.5512820512820513,1.0186077289223092,-0.04167711538461539,0.08181884615384609,0.817,1.136803104980312,base,20,25.111170664175063
recent,Value,size_balanced:double,2020-01,2026-06,78,0.12187922506678328,0.09277422286130355,0.029105002205479735,0.1281,0.15913961219266298,0.6373465877686668,-0.21829634344435644,-0.2892664201632361,0.34987168033995447,0.5512820512820513,0.9504426432887046,-0.04369326923076925,0.07995423076923074,0.804,1.1117849377954085,double,40,25.111170664175063
recent,Profitability,size_balanced:gross,2020-01,2026-06,78,0.050411053908693715,0.09277422286130355,-0.04236316895260983,0.06368461538461537,0.17021591191287516,0.21418440617756665,-0.33113679583381317,-0.2892664201632361,-0.7692544941390294,0.4230769230769231,-1.7108039499768484,-0.08166596153846153,0.003108076923076913,0.0344,0.3766874135716951,gross,0,-33.09825729790912
recent,Profitability,size_balanced:base,2020-01,2026-06,78,0.04850012373579249,0.09277422286130355,-0.04427409912551106,0.06183846153846152,0.17010359106528788,0.20344533556142835,-0.3323807296336386,-0.2892664201632361,-0.8078156918961602,0.4230769230769231,-1.8101880113267483,-0.08319692307692307,0.0010286538461537664,0.0284,0.3604893904229811,base,20,-33.09825729790912
recent,Profitability,size_balanced:double,2020-01,2026-06,78,0.046588897531646634,0.09277422286130355,-0.04618532532965691,0.05999230769230768,0.17001150494359732,0.19266888235805504,-0.3336246634334643,-0.2892664201632361,-0.8452122477798522,0.41025641025641024,-1.9103624822800187,-0.08473423076923076,-0.0008759615384615513,0.0238,0.3444504524301759,double,40,-33.09825729790912
recent,Momentum,size_balanced:gross,2020-01,2026-06,78,0.09404418337305565,0.09277422286130355,0.0012699605117520996,0.10571538461538461,0.17698265391053097,0.44514215274406416,-0.3079617699364131,-0.2892664201632361,0.0782020550639421,0.5,0.1988558875660706,-0.039963076923076934,0.04669326923076919,0.5954,0.7936041483012284,gross,0,0.9738534812353192
recent,Momentum,size_balanced:base,2020-01,2026-06,78,0.06823248410059102,0.09277422286130355,-0.024541738760712528,0.08171538461538458,0.17698265391053097,0.3088607753952779,-0.3369672820874723,-0.2892664201632361,-0.336043126259487,0.4230769230769231,-0.8545063691506377,-0.06396307692307693,0.02269326923076919,0.1916,0.5357749250852544,base,20,0.9738534812353192
recent,Momentum,size_balanced:double,2020-01,2026-06,78,0.042979980339237445,0.09277422286130355,-0.0497942425220661,0.05771538461538459,0.17698265391053097,0.17257939804649158,-0.3648127293144894,-0.2892664201632361,-0.7502883075829159,0.3717948717948718,-1.9078686258673458,-0.08796307692307692,-0.0013067307692308087,0.02,0.31460058248607403,double,40,0.9738534812353192
recent,Value+Momentum,size_balanced:gross,2020-01,2026-06,78,0.11123075781912273,0.09277422286130355,0.018456534957819182,0.11875384615384613,0.16073796843155788,0.5723338062757583,-0.24993564273895064,-0.2892664201632361,0.3819596280189842,0.5384615384615384,1.1005342447152286,-0.017217788461538465,0.04827740384615383,0.8442,0.9848498070767804,gross,0,14.055358987911871
recent,Value+Momentum,size_balanced:base,2020-01,2026-06,78,0.09707396372753951,0.09277422286130355,0.004299740866235968,0.1058307692307692,0.16068678833698166,0.49159782307587746,-0.2598221351884784,-0.2892664201632361,0.1009934967278328,0.5384615384615384,0.2902817608182089,-0.030144711538461558,0.035317019230769194,0.6276,0.8261372018210107,base,20,14.055358987911871
recent,Value+Momentum,size_balanced:double,2020-01,2026-06,78,0.08308176319403304,0.09277422286130355,-0.009692459667270503,0.09290769230769229,0.16064096510644374,0.4107956283133209,-0.26958958765323515,-0.2892664201632361,-0.17981539706167995,0.48717948717948717,-0.515667175745392,-0.043179230769230775,0.022393942307692268,0.3338,0.6799566739333973,double,40,14.055358987911871
recent,Value+Profitability,size_balanced:gross,2020-01,2026-06,78,0.0889070625104107,0.09277422286130355,-0.003867160350892851,0.09773846153846154,0.1570452118863341,0.4505547338591966,-0.2739801498930866,-0.2892664201632361,-0.08543958949534243,0.5384615384615384,-0.24554532198918153,-0.039688653846153846,0.025238749999999994,0.449,0.7395635330763208,gross,0,-2.9726855545936757
recent,Value+Profitability,size_balanced:base,2020-01,2026-06,78,0.08693336318444955,0.09277422286130355,-0.005840859676853993,0.09589230769230772,0.1569159697208877,0.439108425912045,-0.2753567518083444,-0.2892664201632361,-0.13147010445214144,0.5256410256410257,-0.37894147014963037,-0.04139009615384615,0.02321259615384614,0.4104,0.7191706055851943,base,20,-2.9726855545936757
recent,Value+Profitability,size_balanced:double,2020-01,2026-06,78,0.08495936016043126,0.09277422286130355,-0.007814862700872283,0.09404615384615385,0.15680864014898738,0.42758264760163534,-0.27673335372360186,-0.2892664201632361,-0.17730475002962406,0.5256410256410257,-0.5129962096226462,-0.04312461538461539,0.02129240384615384,0.363,0.6989772398804586,double,40,-2.9726855545936757
recent,Profitability+Momentum,size_balanced:gross,2020-01,2026-06,78,0.07268774126314947,0.09277422286130355,-0.02008648159815407,0.08469999999999997,0.16969403539709535,0.33948404249262915,-0.3083926582130653,-0.2892664201632361,-0.42359604947365254,0.4358974358974359,-1.1060510000713022,-0.03943894230769232,0.007279230769230737,0.0902,0.5778894186875478,gross,0,-15.544128027763989
recent,Profitability+Momentum,size_balanced:base,2020-01,2026-06,78,0.058979668041324596,0.09277422286130355,-0.03379455481997895,0.07177692307692307,0.16964902335078771,0.26309234858562464,-0.3206151822446882,-0.2892664201632361,-0.7552224448765159,0.41025641025641024,-1.980830866763955,-0.0522658653846154,-0.005645865384615399,0.0064,0.4513412617668575,base,20,-15.544128027763989
recent,Profitability+Momentum,size_balanced:double,2020-01,2026-06,78,0.04543145962009665,0.09277422286130355,-0.0473427632412069,0.058853846153846145,0.16960908841252545,0.1866539278668471,-0.3363143144082694,-0.2892664201632361,-1.085836616184952,0.38461538461538464,-2.8616749608979113,-0.06513865384615387,-0.018567403846153883,0.0,0.33481528830504126,double,40,-15.544128027763989
recent,Value+Profitability+Momentum,size_balanced:gross,2020-01,2026-06,78,0.09120946223236559,0.09277422286130355,-0.0015647606289379556,0.10039743589743588,0.16037565249396463,0.45798128552973943,-0.277516934479497,-0.2892664201632361,-0.024400874140177175,0.5256410256410257,-0.07858062603245675,-0.02056711538461539,0.01846448717948717,0.4736,0.7636110085207135,gross,0,-1.2016129312280526
