Date,HML,HML_rec,RMW,RMW_rec,Mom,Mom_rec
1995-05,-0.0067,-0.006699999999999998,0.0179,0.017850000000000005,0.0217,0.021699999999999997
1995-06,0.019299999999999998,0.019300000000000005,0.044199999999999996,0.0442,0.0052,0.005199999999999996
1995-07,-0.024399999999999998,-0.024499999999999994,-0.0575,-0.057499999999999996,-0.057300000000000004,-0.05729999999999999
1995-08,-0.0053,-0.005200000000000003,0.0012,0.0012499999999999994,-0.0463,-0.04625
1995-09,-0.0194,-0.019399999999999997,0.024900000000000002,0.024800000000000003,0.0172,0.01715
1995-10,-0.0066,-0.00655,-0.0015,-0.0015499999999999958,0.0208,0.020800000000000006
1995-11,0.0045000000000000005,0.0045499999999999985,-0.0602,-0.06025,-0.013600000000000001,-0.013600000000000001
1995-12,0.025699999999999997,0.02575000000000001,-0.0288,-0.02874999999999999,-0.061500000000000006,-0.06145000000000001
1996-01,0.0204,0.020300000000000002,-0.0002,-0.0001999999999999988,-0.0199,-0.01995
1996-02,-0.003,-0.002999999999999999,0.0169,0.01685,-0.0172,-0.01725
1996-03,-0.0096,-0.009599999999999997,-0.0282,-0.02825,0.0004,0.0003500000000000031
1996-04,0.0125,0.012499999999999997,-0.0005,-0.0005000000000000004,-0.0242,-0.024200000000000013
1996-05,0.0063,0.0063,0.0070999999999999995,0.007100000000000002,-0.0111,-0.011099999999999999
1996-06,0.011899999999999999,0.0119,0.018799999999999997,0.01875,0.0046,0.0046
1996-07,0.0103,0.010299999999999997,0.038599999999999995,0.03854999999999999,-0.042699999999999995,-0.042749999999999996
1996-08,-0.0044,-0.00435,-0.01,-0.009950000000000014,0.0051,0.005100000000000007
1996-09,0.0043,0.004299999999999998,-0.0033,-0.003299999999999999,-0.0028000000000000004,-0.0027500000000000007
1996-10,0.0045000000000000005,0.004500000000000004,0.006999999999999999,0.007050000000000001,0.0106,0.010550000000000004
1996-11,0.0137,0.013699999999999999,0.0149,0.01485,0.011899999999999999,0.011899999999999994
1996-12,0.0202,0.020199999999999996,0.054900000000000004,0.054900000000000004,0.0219,0.021900000000000003
1997-01,0.0109,0.010850000000000012,0.0516,0.05155000000000001,0.0409,0.04085
1997-02,-0.005,-0.004950000000000001,-0.0206,-0.02065,-0.0074,-0.0074500000000000035
1997-03,0.0167,0.0167,0.0225,0.02239999999999999,0.036699999999999997,0.036649999999999995
1997-04,-0.0018,-0.0017999999999999978,0.012199999999999999,0.012049999999999998,0.0405,0.040400000000000005
1997-05,-0.0438,-0.043800000000000006,-0.0143,-0.014300000000000007,-0.0404,-0.04034999999999997
1997-06,-0.0067,-0.0067000000000000046,-0.0196,-0.019650000000000008,-0.026000000000000002,-0.02595
1997-07,-0.0226,-0.022599999999999995,0.0528,0.05275000000000002,0.1161,0.11605
1997-08,0.0027,0.0027500000000000024,-0.015600000000000001,-0.015600000000000003,-0.0075,-0.007499999999999979
1997-09,-0.0196,-0.019600000000000006,0.0337,0.03365,0.1061,0.10615
1997-10,-0.0086,-0.008599999999999997,0.0375,0.03755,-0.0168,-0.0167
1997-11,-0.032,-0.03205000000000002,0.031400000000000004,0.031399999999999983,0.11710000000000001,0.11715000000000003
1997-12,-0.0179,-0.017900000000000013,0.0332,0.03320000000000001,0.0984,0.0984
1998-01,0.0195,0.01949999999999999,-0.0626,-0.06264999999999998,-0.19829999999999998,-0.1983
1998-02,0.0101,0.010049999999999996,-0.0327,-0.0327,-0.0725,-0.07245
1998-03,0.012199999999999999,0.012249999999999997,0.0349,0.03484999999999998,0.0471,0.04709999999999999
1998-04,-0.0183,-0.018349999999999998,0.0311,0.031100000000000003,0.0435,0.043500000000000004
1998-05,0.005699999999999999,0.005750000000000005,0.012199999999999999,0.012250000000000004,-0.0013,-0.0012999999999999956
1998-06,0.0034000000000000002,0.0033500000000000014,-0.0055000000000000005,-0.005450000000000002,-0.0024,-0.0023999999999999994
1998-07,-0.0165,-0.01645,0.0331,0.03305,0.0262,0.026099999999999998
1998-08,-0.0158,-0.01580000000000001,0.0383,0.03829999999999999,0.0575,0.05749999999999998
1998-09,-0.024,-0.024050000000000002,0.0169,0.01695,0.0291,0.0291
1998-10,0.0165,0.016499999999999987,-0.0809,-0.08089999999999997,-0.0611,-0.06104999999999999
1998-11,0.0209,0.020949999999999996,-0.0095,-0.009500000000000008,-0.086,-0.08595000000000001
1998-12,-0.019799999999999998,-0.01975,0.049400000000000006,0.0494,0.069,0.069
1999-01,-0.0042,-0.004149999999999999,-0.0149,-0.014849999999999997,-0.003,-0.0030999999999999986
1999-02,-0.045700000000000005,-0.0457,0.023700000000000002,0.023599999999999996,0.015700000000000002,0.015650000000000004
1999-03,0.016,0.016000000000000014,-0.0015,-0.0015500000000000236,-0.0421,-0.0421
1999-04,0.038900000000000004,0.038900000000000004,-0.0123,-0.012300000000000005,-0.0219,-0.022000000000000006
1999-05,-0.011899999999999999,-0.011950000000000002,0.0255,0.025400000000000006,-0.0271,-0.02720000000000001
1999-06,-0.0601,-0.060200000000000004,0.08789999999999999,0.0879,0.11539999999999999,0.11545
1999-07,0.0054,0.005400000000000002,-0.0043,-0.004149999999999987,0.045899999999999996,0.04590000000000001
1999-08,0.0004,0.0003500000000000031,-0.008199999999999999,-0.00825,0.0745,0.07450000000000001
1999-09,-0.038900000000000004,-0.0389,0.0226,0.022599999999999995,0.0836,0.0836
1999-10,-0.0571,-0.057050000000000003,0.019299999999999998,0.019199999999999995,0.06509999999999999,0.065
1999-11,-0.1425,-0.14245000000000002,0.08560000000000001,0.08555,0.1495,0.1494
1999-12,-0.0824,-0.0823,0.0449,0.04485,0.0794,0.0794
2000-01,0.0632,0.0631,-0.0352,-0.0351,-0.0608,-0.060700000000000004
2000-02,-0.0786,-0.0786,0.0239,0.023799999999999995,0.14800000000000002,0.1479
2000-03,0.0603,0.060299999999999986,-0.0064,-0.0063499999999999945,-0.1493,-0.14925
2000-04,0.024399999999999998,0.024349999999999997,0.024300000000000002,0.024300000000000002,-0.0661,-0.06610000000000002
2000-05,0.1005,0.10050000000000002,-0.0353,-0.0354,-0.135,-0.13490000000000002
2000-06,0.0611,0.061149999999999996,-0.0003,-0.0002999999999999947,-0.0492,-0.0492
2000-07,0.0449,0.04489999999999998,0.0121,0.0121,-0.0674,-0.06745000000000001
2000-08,-0.0351,-0.03509999999999999,-0.0655,-0.0655,0.0866,0.08665
2000-09,0.0605,0.06045000000000001,-0.0023,-0.002250000000000002,-0.0141,-0.014100000000000001
2000-10,0.0796,0.07965,-0.0161,-0.016100000000000003,-0.0403,-0.04025000000000001
2000-11,0.0581,0.058,0.0092,0.009249999999999998,-0.0052,-0.00515
2000-12,0.0779,0.07780000000000001,-0.0318,-0.03185,0.0197,0.01965
2001-01,-0.0579,-0.057800000000000004,0.016200000000000003,0.016149999999999998,-0.056900000000000006,-0.0568
2001-02,0.0626,0.06259999999999999,-0.018500000000000003,-0.018549999999999997,0.0172,0.017299999999999996
2001-03,0.0051,0.0051,0.0213,0.021299999999999993,0.0001,9.999999999999593e-05
2001-04,0.0471,0.04715,-0.015,-0.015049999999999994,0.0137,0.01369999999999999
2001-05,-0.0079,-0.00795,0.0106,0.01065,0.0241,0.02405
2001-06,0.0647,0.06475000000000002,-0.0339,-0.0339,0.06709999999999999,0.0671
2001-07,0.0641,0.06415000000000001,-0.011899999999999999,-0.011849999999999986,0.060599999999999994,0.060700000000000004
2001-08,0.0824,0.08235,-0.041299999999999996,-0.04135,0.0692,0.06914999999999999
2001-09,-0.0032,-0.003250000000000003,0.018600000000000002,0.01859999999999999,0.013999999999999999,0.013999999999999999
2001-10,-0.0454,-0.04535,0.0151,0.01515,-0.022400000000000003,-0.022449999999999998
2001-11,-0.032,-0.03194999999999999,0.0091,0.009149999999999998,-0.0591,-0.05910000000000001
2001-12,0.016399999999999998,0.01634999999999999,-0.0075,-0.007500000000000007,0.042699999999999995,0.04275000000000001
2002-01,0.015300000000000001,0.015400000000000004,-0.0024,-0.002449999999999994,-0.014499999999999999,-0.014600000000000002
2002-02,0.030699999999999998,0.03075,-0.0253,-0.025199999999999993,-0.0355,-0.03549999999999999
2002-03,-0.0559,-0.05589999999999999,0.0325,0.03245,-0.09849999999999999,-0.0985
2002-04,-0.0126,-0.012550000000000006,0.003,0.0030000000000000027,0.0055000000000000005,0.005550000000000006
2002-05,0.0274,0.027400000000000008,-0.0064,-0.0064499999999999835,-0.0416,-0.0416
2002-06,0.0161,0.0161,0.0016,0.0016000000000000042,0.0433,0.04335
2002-07,0.0319,0.0319,0.0006,0.0005499999999999949,0.0132,0.013149999999999995
2002-08,0.018000000000000002,0.018049999999999997,-0.008199999999999999,-0.00825,0.0045000000000000005,0.004499999999999997
2002-09,0.0397,0.0397,-0.0388,-0.03885,-0.0108,-0.010750000000000003
2002-10,0.0126,0.012650000000000008,0.0151,0.015,0.0461,0.046049999999999994
2002-11,-0.009000000000000001,-0.009000000000000001,0.0118,0.011800000000000005,-0.0006,-0.0005999999999999998
2002-12,0.0123,0.0122,-0.004699999999999999,-0.004750000000000001,0.0416,0.04155
2003-01,0.0168,0.0168,0.0049,0.0049,0.0006,0.0005500000000000036
2003-02,0.0583,0.05825,-0.0052,-0.005199999999999996,0.0086,0.008600000000000003
2003-03,0.0183,0.018149999999999996,0.0003,0.00030000000000000165,0.0236,0.0236
2003-04,0.0014000000000000002,0.0014500000000000034,0.0379,0.037849999999999995,0.0285,0.028450000000000003
2003-05,-0.0219,-0.02185,0.0033,0.0032999999999999974,-0.057999999999999996,-0.05799999999999999
2003-06,0.0194,0.019349999999999992,-0.004699999999999999,-0.004600000000000007,-0.09519999999999999,-0.09515000000000001
2003-07,-0.005600000000000001,-0.005500000000000001,-0.015300000000000001,-0.015400000000000004,-0.025,-0.025050000000000003
2003-08,0.024300000000000002,0.02435000000000001,-0.019,-0.01895000000000001,-0.011399999999999999,-0.011399999999999993
2003-09,-0.0168,-0.01675,0.003,0.002950000000000008,-0.013600000000000001,-0.013499999999999998
2003-10,-0.028399999999999998,-0.02835,-0.0024,-0.002350000000000005,0.0255,0.02545
2003-11,-0.002,-0.0019500000000000073,-0.0005,-0.000449999999999999,-0.056799999999999996,-0.05680000000000001
2003-12,0.0279,0.027950000000000003,-0.0087,-0.0087,0.0235,0.023500000000000007
2004-01,0.0024,0.002350000000000005,0.0074,0.007449999999999991,0.0297,0.0297
2004-02,0.0231,0.02295,-0.0006,-0.0005499999999999997,-0.0125,-0.01245
2004-03,0.0352,0.03520000000000001,-0.012199999999999999,-0.011949999999999988,0.1103,0.11025000000000001
2004-04,-0.0381,-0.038000000000000006,0.0405,0.04035,0.0351,0.035
2004-05,0.0025,0.002450000000000001,-0.009399999999999999,-0.009399999999999999,-0.056900000000000006,-0.05689999999999999
2004-06,-0.011399999999999999,-0.011450000000000016,0.0288,0.028950000000000004,0.028399999999999998,0.028399999999999995
2004-07,0.04650000000000001,0.0465,-0.0096,-0.0062500000000000056,-0.052199999999999996,-0.05219999999999999
2004-08,-0.0111,-0.011150000000000004,0.0079,0.006200000000000001,0.0255,0.025400000000000002
2004-09,0.0318,0.0318,-0.006999999999999999,-0.005850000000000008,-0.0271,-0.027149999999999997
2004-10,0.0040999999999999995,0.004049999999999998,-0.013000000000000001,-0.0127,-0.0109,-0.010950000000000001
2004-11,-0.004,-0.003950000000000002,-0.028300000000000002,-0.030299999999999997,-0.0040999999999999995,-0.0040999999999999995
2004-12,0.0091,0.009150000000000005,-0.015600000000000001,-0.019000000000000003,0.009899999999999999,0.009899999999999992
2005-01,0.0054,0.005300000000000003,0.0052,0.0060999999999999995,0.025699999999999997,0.025650000000000006
2005-02,0.022799999999999997,0.0228,-0.0039000000000000003,-0.0039000000000000007,0.0053,0.005350000000000001
2005-03,0.0344,0.0343,-0.010700000000000001,-0.010100000000000001,0.0006,0.0006500000000000013
2005-04,0.004699999999999999,0.0047,0.0096,0.00885,0.0138,0.013799999999999998
2005-05,0.0024,0.0023999999999999994,0.006999999999999999,0.006049999999999996,-0.0045000000000000005,-0.004550000000000005
2005-06,-0.0034999999999999996,-0.0035999999999999956,0.0001,0.0020000000000000018,0.002,0.0019500000000000038
2005-07,-0.0104,-0.0104,-0.0003,-0.00040000000000000105,0.0192,0.01915
2005-08,-0.006999999999999999,-0.006999999999999999,-0.0070999999999999995,-0.007099999999999995,0.013500000000000002,0.013600000000000001
2005-09,0.0315,0.03139999999999999,-0.0083,-0.00814999999999999,0.0219,0.021849999999999994
2005-10,0.0115,0.011449999999999998,-0.0175,-0.01765,0.0342,0.03415
2005-11,-0.0215,-0.021500000000000002,-0.002,-0.0019500000000000003,0.0084,0.008349999999999996
2005-12,-0.061399999999999996,-0.06140000000000001,0.0026,0.0024500000000000216,0.046799999999999994,0.046750000000000014
2006-01,0.024399999999999998,0.02445,-0.0076,-0.007449999999999998,-0.0049,-0.004900000000000002
2006-02,0.0374,0.0374,0.0011,0.0010000000000000009,-0.0317,-0.031700000000000006
2006-03,-0.0109,-0.010950000000000001,-0.0076,-0.007650000000000004,0.0121,0.012149999999999994
2006-04,0.0139,0.013849999999999998,0.0102,0.01025,-0.0084,-0.008450000000000001
2006-05,0.027000000000000003,0.026999999999999996,0.0034999999999999996,0.0034500000000000086,-0.047,-0.047000000000000014
2006-06,-0.004699999999999999,-0.004699999999999999,0.0007000000000000001,0.0006500000000000013,0.006,0.00605
2006-07,0.0526,0.05250000000000001,-0.013500000000000002,-0.013399999999999995,0.006,0.006000000000000012
2006-08,-0.0177,-0.017750000000000002,0.0137,0.013399999999999999,-0.008199999999999999,-0.008149999999999998
2006-09,0.0053,0.005300000000000003,-0.0039000000000000003,-0.0038999999999999972,0.0018,0.001899999999999999
2006-10,-0.011000000000000001,-0.011000000000000001,0.0052,0.00515,0.0045000000000000005,0.004450000000000001
2006-11,0.0215,0.02145,0.0031,0.0032000000000000015,0.0115,0.011399999999999999
2006-12,0.012199999999999999,0.0122,0.0086,0.008599999999999998,0.0365,0.0364
2007-01,0.0022,0.002199999999999999,-0.0165,-0.01655,-0.019799999999999998,-0.019700000000000002
2007-02,0.0275,0.0274,-0.0066,-0.006599999999999995,0.0009,0.000900000000000005
2007-03,0.026699999999999998,0.026649999999999997,-0.0217,-0.02155,0.0159,0.015999999999999997
2007-04,0.024700000000000003,0.024750000000000008,-0.018500000000000003,-0.01845,0.0475,0.0474
2007-05,0.0016,0.0016999999999999967,0.0033,0.0033000000000000013,0.0006,0.0006499999999999985
2007-06,-0.0066,-0.006650000000000001,0.005600000000000001,0.0056,0.0206,0.02055
2007-07,0.0044,0.004300000000000002,-0.0315,-0.03135,0.0287,0.028650000000000002
2007-08,0.0147,0.014700000000000005,-0.0031,-0.003250000000000003,0.0172,0.01715
2007-09,0.0006,0.0006499999999999995,-0.0177,-0.017750000000000002,0.0623,0.06225
2007-10,-0.0529,-0.052849999999999994,0.015,0.014999999999999996,-0.0426,-0.04255
2007-11,0.0024,0.0023999999999999994,0.0025,0.002599999999999998,-0.0316,-0.03165
2007-12,0.0216,0.021599999999999994,-0.0076,-0.007500000000000007,-0.0032,-0.003249999999999996
2008-01,0.0385,0.038549999999999994,-0.0338,-0.0337,-0.0182,-0.018250000000000002
2008-02,-0.0064,-0.006500000000000001,-0.0063,-0.006449999999999997,0.0216,0.02149999999999999
2008-03,0.017,0.01695,-0.016,-0.0159,0.030299999999999997,0.030350000000000002
2008-04,-0.0129,-0.012950000000000003,0.0051,0.005249999999999998,-0.0858,-0.0857
2008-05,0.0118,0.011800000000000005,0.0209,0.0208,-0.0355,-0.035550000000000005
2008-06,0.0368,0.036750000000000005,-0.018500000000000003,-0.01834999999999999,0.0467,0.0467
2008-07,0.0231,0.0231,-0.015,-0.015050000000000001,0.0085,0.0085
2008-08,0.0113,0.01125000000000001,-0.0038,-0.0037500000000000103,0.0339,0.033949999999999994
2008-09,0.052199999999999996,0.05219999999999998,-0.0384,-0.03839999999999999,0.0088,0.008800000000000002
2008-10,0.0453,0.04534999999999999,-0.0259,-0.025900000000000006,0.08449999999999999,0.08449999999999999
2008-11,-0.0003,-0.00030000000000000165,0.0029,0.0030000000000000027,0.057800000000000004,0.057749999999999996
2008-12,0.0026,0.002599999999999991,-0.0077,-0.00764999999999999,0.0123,0.012250000000000011
2009-01,-0.001,-0.0009499999999999995,-0.0084,-0.00845,-0.0105,-0.010500000000000002
2009-02,0.006,0.00605,0.0097,0.009700000000000014,-0.005600000000000001,-0.005649999999999988
2009-03,0.0072,0.0072000000000000015,-0.0169,-0.0168,-0.1054,-0.10535
2009-04,-0.0139,-0.013900000000000003,0.0191,0.019049999999999997,-0.156,-0.156
2009-05,-0.0344,-0.03444999999999998,0.0118,0.011799999999999977,-0.0894,-0.08935000000000001
2009-06,0.0005,0.0005000000000000004,0.0,-5.000000000000837e-05,-0.0362,-0.03615000000000001
2009-07,0.0060999999999999995,0.006199999999999997,0.0353,0.035300000000000005,-0.014199999999999999,-0.014199999999999997
2009-08,-0.0039000000000000003,-0.0039000000000000007,0.0013,0.0007500000000000007,-0.006500000000000001,-0.006450000000000004
2009-09,-0.0482,-0.048100000000000004,0.0276,0.02725,0.0327,0.032600000000000004
2009-10,0.0123,0.01235,0.0176,0.0173,-0.0072,-0.007250000000000003
2009-11,-0.04,-0.04,-0.008,-0.008549999999999999,-0.0352,-0.035250000000000004
2009-12,0.0621,0.06194999999999999,0.0344,0.03395,0.0629,0.0628
2010-01,0.0028000000000000004,0.0027499999999999955,-0.0063,-0.005299999999999999,-0.0301,-0.03015
2010-02,-0.013300000000000001,-0.0133,-0.0023,-0.002450000000000001,-0.02,-0.02
2010-03,0.0613,0.06129999999999999,0.0152,0.015300000000000001,0.0317,0.03169999999999999
2010-04,0.010700000000000001,0.010650000000000003,0.005,0.004699999999999999,0.0045000000000000005,0.0045000000000000005
2010-05,-0.035,-0.03499999999999999,0.0088,0.009449999999999986,-0.013500000000000002,-0.013500000000000012
2010-06,-0.0318,-0.031700000000000006,-0.004,-0.00395,-0.0149,-0.0149
2010-07,-0.013600000000000001,-0.013649999999999999,-0.0012,-0.0011999999999999997,0.0168,0.016800000000000002
2010-08,0.0070999999999999995,0.007099999999999999,0.0207,0.020699999999999996,0.0032,0.003250000000000003
2010-09,-0.0159,-0.015850000000000003,-0.0002,-0.0001999999999999988,0.0178,0.01780000000000001
2010-10,-0.0085,-0.008550000000000002,0.013000000000000001,0.013000000000000001,-0.0017000000000000001,-0.0016500000000000004
2010-11,0.0028000000000000004,0.0027500000000000024,-0.0187,-0.018749999999999996,-0.0176,-0.01765
2010-12,0.013300000000000001,0.013249999999999984,-0.02,-0.01999999999999999,-0.0011,-0.0010999999999999899
2011-01,0.0097,0.0097,-0.0054,-0.005350000000000001,0.0176,0.017599999999999998
2011-02,0.0109,0.010949999999999994,-0.010700000000000001,-0.010649999999999993,0.0051,0.0051
2011-03,0.0132,0.013299999999999992,0.0084,0.008349999999999996,0.0149,0.014850000000000002
2011-04,-0.0191,-0.019100000000000002,0.015600000000000001,0.015449999999999998,0.0297,0.029649999999999996
2011-05,-0.0012,-0.0011499999999999982,0.0039000000000000003,0.0039000000000000007,0.005600000000000001,0.005550000000000003
2011-06,0.022799999999999997,0.022850000000000002,0.004699999999999999,0.004749999999999997,-0.012199999999999999,-0.012200000000000003
2011-07,-0.0042,-0.004249999999999997,0.0098,0.009800000000000003,0.0173,0.017300000000000003
2011-08,0.0026,0.002599999999999998,0.0172,0.017200000000000007,-0.023399999999999997,-0.02344999999999999
2011-09,0.0336,0.0335,0.0002,0.0001499999999999991,-0.04,-0.03985
2011-10,-0.024300000000000002,-0.024249999999999997,0.0102,0.01025,0.006999999999999999,0.00695
2011-11,0.0043,0.004399999999999994,-0.0070999999999999995,-0.007049999999999994,0.0086,0.008650000000000005
2011-12,0.014199999999999999,0.014199999999999999,0.0053,0.005299999999999999,0.018000000000000002,0.01795
2012-01,0.024700000000000003,0.02465,-0.0429,-0.04284999999999999,-0.0317,-0.031700000000000006
2012-02,0.0045000000000000005,0.004450000000000001,-0.02,-0.019999999999999997,-0.0852,-0.08515
2012-03,-0.0068000000000000005,-0.006699999999999998,0.020499999999999997,0.02045,0.019299999999999998,0.019299999999999998
2012-04,-0.0229,-0.022799999999999997,0.0286,0.0285,0.0452,0.045200000000000004
2012-05,-0.0070999999999999995,-0.007100000000000009,0.0144,0.014399999999999996,0.0359,0.03594999999999998
2012-06,0.0115,0.011499999999999996,-0.0132,-0.013200000000000003,-0.0104,-0.010349999999999998
2012-07,-0.0341,-0.034050000000000004,0.0021,0.0020499999999999997,0.0676,0.06755
2012-08,-0.026600000000000002,-0.026499999999999996,0.008,0.00795,0.0421,0.042050000000000004
2012-09,0.0111,0.011099999999999999,-0.016,-0.01595,0.0077,0.0076500000000000005
2012-10,-0.0165,-0.01645,0.0083,0.008300000000000002,0.0012,0.0011500000000000017
2012-11,0.0084,0.00845,-0.0036,-0.003650000000000002,-0.0181,-0.018150000000000006
2012-12,0.0707,0.0707,-0.045700000000000005,-0.04574999999999999,-0.0332,-0.03319999999999999
2013-01,-0.011000000000000001,-0.011000000000000003,0.0052,0.005199999999999996,0.0412,0.04125
2013-02,-0.0074,-0.007399999999999997,-0.0011,-0.0010999999999999968,0.0183,0.018299999999999997
2013-03,-0.0364,-0.03634999999999999,0.012,0.011999999999999997,0.0794,0.0794
2013-04,-0.043,-0.043050000000000005,-0.0062,-0.0062500000000000056,0.0719,0.07189999999999999
2013-05,-0.0322,-0.0322,0.0313,0.03125,-0.0642,-0.06420000000000001
2013-06,0.0356,0.0356,0.0009,0.0009499999999999943,-0.0169,-0.016950000000000003
2013-07,-0.0048,-0.004799999999999999,0.0105,0.010500000000000002,0.0218,0.021799999999999996
2013-08,0.0060999999999999995,0.006100000000000001,-0.0045000000000000005,-0.0044500000000000026,-0.0336,-0.033650000000000006
2013-09,-0.0070999999999999995,-0.007099999999999995,-0.0176,-0.01755000000000001,0.0625,0.06244999999999998
2013-10,0.0027,0.0026000000000000007,0.0023,0.0022499999999999994,-0.0203,-0.02025
2013-11,0.005,0.005050000000000001,0.0060999999999999995,0.006050000000000001,0.0104,0.0104
